work_id,author_id
https://openalex.org/W2009435671,https://openalex.org/A5000736765
https://openalex.org/W2009435671,https://openalex.org/A5109108037
https://openalex.org/W2009435671,https://openalex.org/A5101944629
https://openalex.org/W2132629607,https://openalex.org/A5070528313
https://openalex.org/W2132629607,https://openalex.org/A5113145311
https://openalex.org/W2132629607,https://openalex.org/A5111598904
https://openalex.org/W2132629607,https://openalex.org/A5109092982
https://openalex.org/W2132629607,https://openalex.org/A5025911938
https://openalex.org/W2132629607,https://openalex.org/A5109200358
https://openalex.org/W2132629607,https://openalex.org/A5086093811
https://openalex.org/W2166281097,https://openalex.org/A5007379298
https://openalex.org/W2166281097,https://openalex.org/A5088498607
https://openalex.org/W2018858346,https://openalex.org/A5079749826
https://openalex.org/W2092157292,https://openalex.org/A5042863303
https://openalex.org/W2092157292,https://openalex.org/A5064817771
https://openalex.org/W2092157292,https://openalex.org/A5046284587
https://openalex.org/W2092157292,https://openalex.org/A5011411945
https://openalex.org/W2159675211,https://openalex.org/A5035110525
https://openalex.org/W2159675211,https://openalex.org/A5031053426
https://openalex.org/W2159675211,https://openalex.org/A5046774571
https://openalex.org/W2159675211,https://openalex.org/A5005287667
https://openalex.org/W2159675211,https://openalex.org/A5087100636
https://openalex.org/W2159675211,https://openalex.org/A5071710055
https://openalex.org/W2159675211,https://openalex.org/A5054275386
https://openalex.org/W2159675211,https://openalex.org/A5059640936
https://openalex.org/W2159675211,https://openalex.org/A5089373684
https://openalex.org/W2132926880,https://openalex.org/A5077667471
https://openalex.org/W3011865677,https://openalex.org/A5111995000
https://openalex.org/W3011865677,https://openalex.org/A5000234995
https://openalex.org/W2153635508,https://openalex.org/A5103432521
https://openalex.org/W2153635508,https://openalex.org/A5068223640
https://openalex.org/W2112090702,https://openalex.org/A5000679279
https://openalex.org/W2112090702,https://openalex.org/A5029418921
https://openalex.org/W2753533763,https://openalex.org/A5102738088
https://openalex.org/W2753533763,https://openalex.org/A5109867375
https://openalex.org/W2169456326,https://openalex.org/A5019977651
https://openalex.org/W2169456326,https://openalex.org/A5111593857
https://openalex.org/W2169456326,https://openalex.org/A5029421561
