topic_id,work_id
https://openalex.org/T11697,https://openalex.org/W2296319761
https://openalex.org/T12535,https://openalex.org/W2095705004
https://openalex.org/T12072,https://openalex.org/W2095705004
https://openalex.org/T10320,https://openalex.org/W2095705004
https://openalex.org/T10003,https://openalex.org/W2108795964
https://openalex.org/T11849,https://openalex.org/W2108795964
https://openalex.org/T12659,https://openalex.org/W2108795964
https://openalex.org/T11970,https://openalex.org/W2108244474
https://openalex.org/T11316,https://openalex.org/W2108244474
https://openalex.org/T10885,https://openalex.org/W2108244474
https://openalex.org/T10015,https://openalex.org/W2072970694
https://openalex.org/T11791,https://openalex.org/W2072970694
https://openalex.org/T10887,https://openalex.org/W2072970694
https://openalex.org/T10012,https://openalex.org/W2098126593
https://openalex.org/T10594,https://openalex.org/W2098126593
https://openalex.org/T11901,https://openalex.org/W2098126593
https://openalex.org/T13051,https://openalex.org/W2146691185
https://openalex.org/T10027,https://openalex.org/W2116404316
https://openalex.org/T10394,https://openalex.org/W2116404316
https://openalex.org/T12465,https://openalex.org/W2116404316
https://openalex.org/T10792,https://openalex.org/W2798909945
https://openalex.org/T10028,https://openalex.org/W2250539671
https://openalex.org/T10181,https://openalex.org/W2250539671
https://openalex.org/T11550,https://openalex.org/W2250539671
https://openalex.org/T11879,https://openalex.org/W2120644786
https://openalex.org/T10015,https://openalex.org/W2120644786
https://openalex.org/T11048,https://openalex.org/W2120644786
https://openalex.org/T10826,https://openalex.org/W2134049139
https://openalex.org/T10214,https://openalex.org/W2134049139
https://openalex.org/T12430,https://openalex.org/W2134049139
https://openalex.org/T10036,https://openalex.org/W639708223
https://openalex.org/T10627,https://openalex.org/W639708223
https://openalex.org/T11714,https://openalex.org/W639708223
https://openalex.org/T10222,https://openalex.org/W2751862591
https://openalex.org/T10604,https://openalex.org/W2751862591
https://openalex.org/T10521,https://openalex.org/W2751862591
https://openalex.org/T10036,https://openalex.org/W2618530766
